file,style,beat_time,beat_id
Albums-AnaBelen_Veneo-01.wav,Rumba-International,0.19446712,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,0.849977324,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,1.470022675,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,2.08,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,2.68,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,3.300045351,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,3.929977324,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,4.529977324,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,5.150022675,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,5.76,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,6.36,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,6.96,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,7.590022675,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,8.2,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,8.820045351,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,9.430022675,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,10.049977324,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,10.660045351,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,11.28,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,11.889977324,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,12.500045351,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,13.12,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,13.710022675,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,14.340045351,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,14.96,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,15.56,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,16.169977324,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,16.780045351,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,17.409977324,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,18.020045351,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,18.660045351,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,19.270022675,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,19.870022675,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,20.489977324,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,21.089977324,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,21.710022675,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,22.310022675,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,22.940045351,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,23.56,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,24.169977324,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,24.769977324,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,25.4,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,25.980045351,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,26.6,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,27.220045351,4
Albums-AnaBelen_Veneo-01.wav,Rumba-International,27.830022675,1
Albums-AnaBelen_Veneo-01.wav,Rumba-International,28.449977324,2
Albums-AnaBelen_Veneo-01.wav,Rumba-International,29.060045351,3
Albums-AnaBelen_Veneo-01.wav,Rumba-International,29.660045351,4
