file,style,beat_time,beat_id
Albums-Secret_Garden-02.wav,Waltz,0.16,1
Albums-Secret_Garden-02.wav,Waltz,0.901,2
Albums-Secret_Garden-02.wav,Waltz,1.641,3
Albums-Secret_Garden-02.wav,Waltz,2.382,1
Albums-Secret_Garden-02.wav,Waltz,3.113,2
Albums-Secret_Garden-02.wav,Waltz,3.853,3
Albums-Secret_Garden-02.wav,Waltz,4.587,1
Albums-Secret_Garden-02.wav,Waltz,5.322,2
Albums-Secret_Garden-02.wav,Waltz,6.056,3
Albums-Secret_Garden-02.wav,Waltz,6.789,1
Albums-Secret_Garden-02.wav,Waltz,7.513,2
Albums-Secret_Garden-02.wav,Waltz,8.216,3
Albums-Secret_Garden-02.wav,Waltz,8.907,1
Albums-Secret_Garden-02.wav,Waltz,9.595,2
Albums-Secret_Garden-02.wav,Waltz,10.302,3
Albums-Secret_Garden-02.wav,Waltz,11.014,1
Albums-Secret_Garden-02.wav,Waltz,11.719,2
Albums-Secret_Garden-02.wav,Waltz,12.395,3
Albums-Secret_Garden-02.wav,Waltz,13.08,1
Albums-Secret_Garden-02.wav,Waltz,13.772,2
Albums-Secret_Garden-02.wav,Waltz,14.469,3
Albums-Secret_Garden-02.wav,Waltz,15.152,1
Albums-Secret_Garden-02.wav,Waltz,15.843,2
Albums-Secret_Garden-02.wav,Waltz,16.537,3
Albums-Secret_Garden-02.wav,Waltz,17.24,1
Albums-Secret_Garden-02.wav,Waltz,17.93,2
Albums-Secret_Garden-02.wav,Waltz,18.616,3
Albums-Secret_Garden-02.wav,Waltz,19.289,1
Albums-Secret_Garden-02.wav,Waltz,19.965,2
Albums-Secret_Garden-02.wav,Waltz,20.619,3
Albums-Secret_Garden-02.wav,Waltz,21.29,1
Albums-Secret_Garden-02.wav,Waltz,21.953,2
Albums-Secret_Garden-02.wav,Waltz,22.653,3
Albums-Secret_Garden-02.wav,Waltz,23.36,1
Albums-Secret_Garden-02.wav,Waltz,24.086,2
Albums-Secret_Garden-02.wav,Waltz,24.803,3
Albums-Secret_Garden-02.wav,Waltz,25.497,1
Albums-Secret_Garden-02.wav,Waltz,26.175,2
Albums-Secret_Garden-02.wav,Waltz,26.836,3
Albums-Secret_Garden-02.wav,Waltz,27.51,1
Albums-Secret_Garden-02.wav,Waltz,28.179,2
Albums-Secret_Garden-02.wav,Waltz,28.87,3
Albums-Secret_Garden-02.wav,Waltz,29.558,1
