file,style,beat_time,beat_id
Albums-Cafe_Paradiso-01.wav,Samba,0.438,4
Albums-Cafe_Paradiso-01.wav,Samba,1.07,1
Albums-Cafe_Paradiso-01.wav,Samba,1.675,2
Albums-Cafe_Paradiso-01.wav,Samba,2.265,3
Albums-Cafe_Paradiso-01.wav,Samba,2.855,4
Albums-Cafe_Paradiso-01.wav,Samba,3.441,1
Albums-Cafe_Paradiso-01.wav,Samba,4.028,2
Albums-Cafe_Paradiso-01.wav,Samba,4.62,3
Albums-Cafe_Paradiso-01.wav,Samba,5.211,4
Albums-Cafe_Paradiso-01.wav,Samba,5.797,1
Albums-Cafe_Paradiso-01.wav,Samba,6.386,2
Albums-Cafe_Paradiso-01.wav,Samba,6.98,3
Albums-Cafe_Paradiso-01.wav,Samba,7.57,4
Albums-Cafe_Paradiso-01.wav,Samba,8.157,1
Albums-Cafe_Paradiso-01.wav,Samba,8.746,2
Albums-Cafe_Paradiso-01.wav,Samba,9.34,3
Albums-Cafe_Paradiso-01.wav,Samba,9.932,4
Albums-Cafe_Paradiso-01.wav,Samba,10.522,1
Albums-Cafe_Paradiso-01.wav,Samba,11.104,2
Albums-Cafe_Paradiso-01.wav,Samba,11.682,3
Albums-Cafe_Paradiso-01.wav,Samba,12.268,4
Albums-Cafe_Paradiso-01.wav,Samba,12.864,1
Albums-Cafe_Paradiso-01.wav,Samba,13.463,2
Albums-Cafe_Paradiso-01.wav,Samba,14.059,3
Albums-Cafe_Paradiso-01.wav,Samba,14.649,4
Albums-Cafe_Paradiso-01.wav,Samba,15.237,1
Albums-Cafe_Paradiso-01.wav,Samba,15.827,2
Albums-Cafe_Paradiso-01.wav,Samba,16.42,3
Albums-Cafe_Paradiso-01.wav,Samba,17.009,4
Albums-Cafe_Paradiso-01.wav,Samba,17.596,1
Albums-Cafe_Paradiso-01.wav,Samba,18.184,2
Albums-Cafe_Paradiso-01.wav,Samba,18.776,3
Albums-Cafe_Paradiso-01.wav,Samba,19.362,4
Albums-Cafe_Paradiso-01.wav,Samba,19.942,1
Albums-Cafe_Paradiso-01.wav,Samba,20.527,2
Albums-Cafe_Paradiso-01.wav,Samba,21.124,3
Albums-Cafe_Paradiso-01.wav,Samba,21.72,4
Albums-Cafe_Paradiso-01.wav,Samba,22.311,1
Albums-Cafe_Paradiso-01.wav,Samba,22.901,2
Albums-Cafe_Paradiso-01.wav,Samba,23.491,3
Albums-Cafe_Paradiso-01.wav,Samba,24.08,4
Albums-Cafe_Paradiso-01.wav,Samba,24.67,1
Albums-Cafe_Paradiso-01.wav,Samba,25.26,2
Albums-Cafe_Paradiso-01.wav,Samba,25.85,3
Albums-Cafe_Paradiso-01.wav,Samba,26.44,4
Albums-Cafe_Paradiso-01.wav,Samba,27.03,1
Albums-Cafe_Paradiso-01.wav,Samba,27.62,2
Albums-Cafe_Paradiso-01.wav,Samba,28.21,3
Albums-Cafe_Paradiso-01.wav,Samba,28.8,4
Albums-Cafe_Paradiso-01.wav,Samba,29.386,1
Albums-Cafe_Paradiso-01.wav,Samba,29.969,2
